1006,130.02,18.34
1007,130.02,18.34
1008,130.02,18.34
1009,130.02,18.34
1010,130.02,18.34
1011,130.02,18.34
1012,130.02,18.34
1013,130.02,18.34
1014,130.02,18.34
1015,130.02,18.34
1016,130.02,18.34
1017,130.02,18.34
1018,130.02,18.34
1019,130.02,18.34
1020,130.02,18.34
1021,130.02,18.34
1022,130.02,18.34
1023,130.02,18.34
1024,130.02,18.34
1025,130.02,18.34
1026,130.02,18.34
1027,130.02,18.34
1028,130.02,18.34
1029,130.02,18.34
1030,130.02,18.34
1031,130.02,18.34
1032,130.02,18.34
1033,130.02,18.34
1034,130.02,18.34
1035,130.02,18.34
1036,130.02,18.34
1037,130.02,18.34
1038,130.02,18.34
1039,130.02,18.34
1040,130.02,18.34
1041,130.02,18.34
1042,130.02,18.34
1043,130.02,18.34
1044,130.02,18.34
1045,130.02,18.34
1046,130.02,18.34
1047,130.02,18.34
1048,130.02,18.34
1049,130.02,18.34
1050,130.02,18.34
1051,130.02,18.34
1052,130.02,18.34
1053,130.02,18.34
1054,130.02,18.34
1055,130.02,18.34
1056,130.02,18.34
1057,130.02,18.34
1058,130.02,18.34
1059,130.02,18.34
1060,130.02,18.34
1061,130.02,18.34
1062,130.02,18.34
1063,130.02,18.34
1064,130.02,18.34
1065,130.02,18.34
1066,130.02,18.34
1067,130.02,18.34
1068,130.02,18.34
1069,130.02,18.34
1070,130.02,18.34
1071,130.02,18.34
1072,130.02,18.34
1073,130.02,18.34
1074,130.02,18.34
1075,130.02,18.34
1076,130.02,18.34
1077,130.02,18.34
1078,130.02,18.34
1079,130.02,18.34
1080,130.02,18.34
1081,130.02,18.34
1082,130.02,18.34
1083,130.02,18.34
1084,130.02,18.34
1085,130.02,18.34
1086,130.02,18.34
1087,130.02,18.34
1088,130.02,18.34
1089,130.02,18.34
1090,130.02,18.34
1091,130.02,18.34
1092,130.02,18.34
1093,130.02,18.34
1094,130.02,18.34
1095,130.02,18.34
1096,130.02,18.34
1097,130.02,18.34
1098,130.02,18.34
1099,130.02,18.34
1100,130.02,18.34
1101,130.02,18.34
1102,130.02,18.34
1103,130.02,18.34
1104,130.02,18.34
1105,130.02,18.34
1106,130.02,18.34
1107,130.02,18.34
1108,130.02,18.34
1109,130.02,18.34
1110,130.02,18.35
1111,130.02,18.35
1112,130.02,18.35
1113,130.02,18.35
1114,130.02,18.35
1115,130.02,18.35
1116,130.02,18.35
1117,130.02,18.35
1118,130.02,18.35
1119,130.02,18.35
1120,130.02,18.35
1121,130.02,18.35
1122,130.02,18.35
1123,130.02,18.35
1124,130.02,18.35
1125,130.02,18.35
1126,130.02,18.35
1127,130.02,18.35
1128,130.02,18.35
1129,130.02,18.35
1130,130.02,18.35
1131,130.02,18.35
1132,130.02,18.35
1133,130.02,18.35
1134,130.02,18.35
1135,130.02,18.35
1136,130.02,18.35
1137,130.02,18.35
1138,130.02,18.35
1139,130.02,18.35
1140,130.02,18.35
1141,130.02,18.35
1142,130.02,18.35
1143,130.02,18.35
1144,130.02,18.35
1145,130.02,18.35
1146,130.02,18.35
1147,130.02,18.35
1148,130.02,18.35
1149,130.02,18.35
1150,130.02,18.35
1151,130.02,18.35
1152,130.02,18.35
1153,130.02,18.35
1154,130.02,18.35
1155,130.02,18.35
1156,130.02,18.35
1157,130.02,18.35
1158,130.02,18.35
1159,130.02,18.35
1160,130.02,18.35
1161,130.02,18.35
1162,130.02,18.35
1163,130.02,18.35
1164,130.02,18.35
1165,130.02,18.35
1166,130.02,18.35
1167,130.02,18.35
1168,130.02,18.35
1169,130.02,18.35
1170,130.02,18.35
1171,130.02,18.35
1172,130.02,18.35
1173,130.02,18.35
1174,130.02,18.35
1175,130.02,18.35
1176,130.02,18.35
1177,130.02,18.35
1178,130.02,18.35
1179,130.02,18.35
1180,130.02,18.35
1181,130.02,18.35
1182,130.02,18.35
1183,130.02,18.35
1184,130.02,18.35
1185,130.02,18.35
1186,130.02,18.35
1187,130.02,18.35
1188,130.02,18.35
1189,130.02,18.35
1190,130.02,18.35
1191,130.02,18.35
1192,130.02,18.35
1193,130.02,18.35
1194,130.02,18.35
1195,130.02,18.35
1196,130.02,18.35
1197,130.02,18.35
1198,130.02,18.35
1199,130.02,18.35
1200,130.02,18.35
1201,130.02,18.35
1202,130.02,18.35
1203,130.02,18.35
1204,130.02,18.35
1205,130.02,18.35
1206,130.02,18.35
1207,130.02,18.35
1208,130.02,18.35
1209,130.02,18.35
1210,130.02,18.35
1211,130.02,18.35
1212,130.02,18.35
1213,130.02,18.35
1214,130.02,18.35
